Col 1,UID,Name,Rec,DOB,Inf,Club,Based,Nat,Height,Weight,Age,Position,Transfer Value,Media Description,Rc Injury,Preferred Foot,Left Foot,Right Foot,Caps,AT Apps,AT Gls,AT Lge Apps,AT Lge Gls,Team,Yth Apps,Yth Gls,Acc,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat.1,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Vers,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Amb,Ada,Cons,Cont,Media Handling
52,2002078747,Salvador Enríquez,- - -,22/7/2006 (15 years old),Ama,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"5'11""",66 kg,15,AM (RC),0$,Promising attacking midfielder,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,8,11,10,1,12,15,6,7,8,4,1,2,7,5,12,11,3,13,7,8,7,8,12,2,13,3,3,12,14,12,9,2,13,15,13,11,9,8,9,1,3,16,15,9,11,9,1,10,5,8,11,12,5,12,11,7,15,10,14,11,"Volatile, Media-friendly"
53,2002078746,Peter Weir,- - -,21/9/2006 (15 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"5'7""",55 kg,15,AM (RC),0$,Young attacking midfielder,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,12,11,6,3,7,16,3,4,6,2,2,2,3,2,11,11,1,9,10,1,5,6,5,3,5,2,1,10,8,9,9,1,9,15,5,8,6,3,5,1,2,6,11,7,10,7,2,7,11,13,14,12,9,8,11,6,17,5,4,8,Media-friendly
54,2002078745,Alejandro Nieto,- - -,20/5/2006 (16 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"6'2""",68 kg,16,M (RL),0$,Young winger,-,Either,Very Strong,Very Strong,0,-,-,-,-,,-,-,13,8,3,1,14,9,3,4,7,1,3,3,5,4,6,13,2,8,16,5,4,4,7,3,11,6,4,7,4,9,7,3,12,5,5,8,9,6,6,3,1,7,12,7,10,10,3,18,15,16,13,16,12,5,17,6,5,2,9,13,Unflappable
55,2002078744,Jesús Ruiz,- - -,27/4/2006 (16 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),MEX,"5'9""",61 kg,16,M (R),0$,Young winger,-,Either,Strong,Very Strong,0,-,-,-,-,,-,-,11,14,7,1,13,10,4,4,9,2,2,1,2,1,6,13,2,5,11,9,4,5,5,1,4,7,2,3,6,9,5,2,8,17,7,9,6,5,5,3,3,8,4,7,13,10,3,8,17,5,14,17,11,9,15,13,13,8,6,4,Unflappable
56,2002078743,Víctor Romero,- - -,16/12/2006 (15 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"6'1""",70 kg,15,AM (LC),0$,Promising winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,7,12,2,12,11,6,6,7,3,1,3,7,10,9,9,3,11,7,6,7,8,7,3,13,4,1,7,13,14,7,1,9,14,11,11,7,8,10,1,2,17,14,10,10,7,2,12,16,11,15,13,13,10,13,6,13,10,14,9,Level-headed
57,2002078742,Alex López,- - -,9/8/2006 (15 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"5'7""",55 kg,15,M (L),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,15,10,5,1,15,14,5,5,6,3,1,3,5,4,9,14,3,9,15,5,3,4,5,3,8,1,3,10,6,10,6,1,8,5,7,8,6,6,6,1,3,4,6,6,11,9,2,12,13,12,12,13,8,10,13,10,6,14,9,9,Media-friendly
58,2002078741,Tyler Droze,- - -,24/6/2006 (16 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"6'1""",74 kg,16,D (RC),0$,Promising center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,12,8,6,2,13,13,9,8,13,3,3,2,7,4,8,11,2,4,9,6,5,5,6,4,11,8,3,6,3,9,5,2,8,10,14,9,5,9,7,3,1,15,13,8,12,9,1,13,10,11,11,6,2,6,6,8,17,12,14,7,Media-friendly
59,2002078740,Alan Escobedo,- - -,11/3/2005 (17 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"6'0""",74 kg,17,D (RC),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,10,6,1,11,15,10,6,10,3,3,4,9,8,9,6,1,6,8,8,7,4,10,2,13,7,2,6,4,8,6,2,3,11,14,8,5,10,8,2,3,15,15,11,6,11,1,7,16,10,16,8,14,10,8,11,13,9,7,7,Level-headed
60,2002078739,Pat Jolley,- - -,9/7/2006 (15 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"5'11""",69 kg,15,D (LC),0$,Young center back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,7,15,4,2,10,11,9,12,10,1,2,3,12,5,7,6,1,6,11,11,3,7,1,2,13,9,1,6,3,6,5,3,3,13,8,8,4,10,8,3,1,15,7,8,8,7,1,9,18,16,10,17,7,14,15,11,10,16,8,5,"Unflappable, Media-friendly"
61,2002078738,Luis González,- - -,13/1/2005 (17 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"5'9""",67 kg,17,D (R),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,7,8,3,15,8,12,7,8,1,2,1,8,5,8,8,3,7,12,9,8,7,3,3,11,7,3,5,11,10,4,1,7,11,11,8,6,8,9,3,3,18,14,11,11,8,4,8,10,13,12,6,3,14,8,6,16,14,7,9,Media-friendly
62,2002078737,Kyle Vanney,- - -,5/10/2005 (16 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"6'2""",75 kg,16,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,11,5,1,10,16,13,9,8,2,3,2,9,4,9,8,1,6,13,7,6,5,1,1,15,9,2,3,2,7,4,2,6,14,13,9,4,8,9,1,1,10,14,11,7,13,3,7,16,13,18,13,15,5,14,9,14,12,8,5,Reserved
63,2002078736,Pete Sánchez,- - -,20/4/2006 (16 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"6'4""",77 kg,16,GK,0$,Young goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,11,10,3,7,7,8,2,5,5,15,8,7,6,2,4,6,6,2,9,3,2,2,3,12,12,1,14,5,2,2,2,10,2,16,12,2,4,7,5,5,11,7,10,8,10,19,12,9,11,10,12,12,14,4,13,8,5,13,9,7,Media-friendly
64,2002078735,Tom Murray,- - -,16/4/2005 (17 years old),Ctr,Springfield SYC,U.S.A. (Mid-Atlantic Division),USA,"5'11""",69 kg,17,GK,0$,Young goalkeeper,-,Right Only,Weak,Very Strong,0,-,-,-,-,,-,-,5,4,2,6,3,4,2,4,2,11,14,13,8,2,6,6,9,2,14,3,2,3,1,8,11,1,9,5,1,1,1,1,2,10,12,2,4,12,5,7,9,9,5,8,15,16,10,11,6,11,9,3,10,11,4,10,11,11,8,16,"Outspoken, Volatile"
65,2002078734,Brian Bauer,- - -,7/11/2006 (15 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'8""",60 kg,15,D (R),0$,Young full back,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,8,7,8,3,9,9,13,8,9,3,1,1,10,7,8,9,2,8,13,9,6,4,10,1,8,8,3,4,8,10,4,3,7,14,11,8,7,9,10,4,1,19,8,13,9,9,2,8,14,18,15,14,18,4,18,6,3,9,8,2,Reserved
66,2002078733,Luke Gonzalez,- - -,17/10/2006 (15 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'7""",55 kg,15,AM (R),0$,Promising winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,10,6,3,10,15,4,4,8,1,3,1,2,3,7,12,3,7,15,5,6,7,5,4,2,5,3,6,9,14,9,4,9,15,8,13,9,5,8,1,2,6,12,6,11,8,3,10,17,12,15,8,12,12,8,10,12,11,7,8,Level-headed
67,2002078732,Carlos Garcés,- - -,20/1/2005 (17 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'6""",57 kg,17,D/WB (R),0$,Attacking full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,12,8,2,10,17,10,3,9,1,2,3,11,5,8,10,3,6,18,9,7,9,1,3,7,5,3,5,6,10,8,2,8,13,9,7,6,8,8,1,2,10,15,12,11,16,3,10,9,12,12,13,4,10,16,12,15,10,5,14,Media-friendly
68,2002078731,James Guadarrama,- - -,29/7/2005 (16 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"6'1""",69 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Weak,0,-,-,-,-,,-,-,12,14,4,1,9,9,2,6,9,2,1,3,4,4,6,11,2,9,14,1,4,4,1,1,10,5,3,4,12,6,14,2,12,12,9,3,4,8,9,2,2,7,11,8,8,11,2,10,5,5,8,12,12,13,13,7,13,13,10,10,"Volatile, Media-friendly, Confrontational"
69,2002078730,Ryô Shimizu,- - -,21/10/2005 (16 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'10""",69 kg,16,ST (C),0$,Young striker,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,6,9,6,1,13,7,5,12,10,1,2,2,7,5,8,8,1,8,16,5,4,6,1,1,10,12,3,6,13,11,14,3,10,5,11,6,7,6,9,3,3,10,12,9,8,12,2,8,18,15,12,17,12,5,17,2,5,5,9,13,Unflappable
70,2002078729,Ignacio Mejía,- - -,18/9/2006 (15 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'9""",59 kg,15,ST (C),0$,Promising striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,6,4,3,14,9,4,4,7,3,1,3,5,9,8,11,3,11,10,4,1,8,12,2,9,4,3,3,14,14,14,1,14,10,8,6,4,5,12,1,3,9,11,10,12,12,3,11,7,9,9,3,10,11,4,15,10,12,15,18,Outspoken
71,2002078728,Charles Browning,- - -,13/1/2005 (17 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'10""",67 kg,17,AM (RLC),0$,Young attacking midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,10,8,9,1,15,8,8,5,8,4,4,1,6,6,8,11,1,12,16,6,4,8,9,1,7,10,2,10,18,12,7,2,11,14,8,9,7,6,9,1,3,8,7,9,12,8,1,15,11,11,12,12,5,12,11,17,16,10,10,14,Media-friendly
72,2002078727,Ahn Dong-Joo,- - -,25/10/2006 (15 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),KOR,"5'8""",59 kg,15,AM (C),0$,Promising attacking midfielder,-,Either,Very Strong,Strong,0,-,-,-,-,,-,-,12,10,11,2,14,15,7,6,9,1,2,3,7,5,10,11,2,11,12,6,6,7,8,1,7,3,2,10,15,10,8,3,10,11,12,5,6,5,7,3,4,17,11,10,12,9,3,18,17,17,12,16,11,5,15,9,11,9,7,4,Unflappable
73,2002078726,Jamie García,- - -,28/11/2006 (15 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"6'2""",73 kg,15,M (C),0$,Promising midfielder,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,10,15,7,3,13,14,11,10,14,2,1,4,7,3,9,11,3,8,12,9,3,9,1,3,11,6,2,11,11,9,6,4,7,3,7,4,7,8,8,1,1,8,8,9,10,19,2,10,12,12,2,12,11,13,13,7,8,9,14,12,Level-headed
74,2002078725,Marcus Hayes,- - -,22/2/2005 (17 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"6'5""",80 kg,17,AM (R),0$,Young winger,-,Either,Strong,Very Strong,0,-,-,-,-,,-,-,10,5,7,1,15,5,3,6,6,1,1,1,5,4,6,12,3,9,12,4,4,4,13,1,14,5,2,6,14,10,7,1,9,9,7,7,4,6,6,3,1,5,5,7,10,9,1,11,6,10,9,3,14,13,6,7,8,13,9,15,"Outspoken, Volatile"
75,2002078724,Sam Ruthven,- - -,12/8/2006 (15 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'11""",61 kg,15,M (R),0$,Promising winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,16,7,6,2,14,7,6,6,8,1,2,1,6,5,7,14,1,12,16,5,2,5,6,1,6,4,3,5,8,11,6,3,13,13,7,10,8,6,7,3,1,13,12,6,14,13,1,14,15,11,13,5,11,12,8,9,12,9,9,9,Level-headed
76,2002078723,Matthew Pirmann,- - -,16/1/2005 (17 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'1""",55 kg,17,M/AM (L),0$,Diminutive winger,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,11,16,3,1,12,14,8,3,11,3,1,3,3,2,8,9,2,7,14,8,3,4,4,3,1,5,2,7,11,10,9,3,7,2,6,6,4,9,7,3,4,7,11,7,10,12,2,12,13,11,10,8,9,9,6,15,4,12,8,8,Media-friendly
77,2002078722,Dan Efford,- - -,20/6/2005 (17 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'5""",57 kg,17,M (RL),0$,Young winger,-,Either,Very Strong,Strong,0,-,-,-,-,,-,-,13,15,6,2,15,10,8,5,10,2,2,3,6,4,8,10,1,7,14,8,4,8,5,1,6,5,2,7,13,11,6,2,8,10,7,7,5,9,7,3,4,5,8,9,8,10,2,9,10,9,10,13,11,8,10,8,8,12,4,9,Media-friendly
78,2002078721,Julio Anchundia,- - -,3/12/2005 (16 years old),Ama,Southern Soccer Academy,U.S.A. (Southeast Division),ECU,"6'2""",76 kg,16,D (LC),0$,Young center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,14,6,3,7,11,11,9,9,2,1,1,11,4,5,6,1,2,10,9,3,5,3,3,14,6,4,2,5,8,3,2,6,7,8,6,3,8,4,3,2,16,8,5,6,9,1,10,8,9,13,5,10,7,4,10,9,9,10,14,Media-friendly
79,2002078720,Tom Van Tassell,- - -,18/1/2005 (17 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'11""",72 kg,17,D (C),0$,Young center back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,6,10,6,2,12,15,14,8,8,1,1,1,8,4,8,9,3,7,13,8,5,6,2,1,14,10,3,7,7,7,4,2,3,3,8,5,6,9,9,2,3,16,15,9,8,8,1,11,15,14,5,10,13,12,11,7,8,11,7,6,Level-headed
80,2002078719,Jack Luna,- - -,30/9/2006 (15 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"6'0""",67 kg,15,D (C),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,13,6,2,8,10,9,9,8,1,3,4,7,3,7,9,1,7,15,9,5,5,7,2,13,8,2,2,2,7,5,1,5,13,9,5,5,9,9,3,1,12,8,9,10,9,1,9,12,13,11,12,14,11,12,12,11,14,6,6,Level-headed
81,2002078718,Robert Page,- - -,23/4/2005 (17 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'9""",68 kg,17,D (R),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,14,7,1,9,9,11,8,11,2,2,1,11,5,9,7,2,5,13,10,5,8,15,3,9,8,3,4,7,10,7,1,5,10,9,10,6,10,11,1,2,15,9,11,7,8,2,10,9,10,11,5,10,7,4,7,10,11,15,17,Outspoken
82,2002078717,Dominic Yakubu,- - -,11/1/2006 (16 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"5'7""",59 kg,16,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,7,6,1,10,12,13,7,8,1,2,1,10,4,10,9,1,7,12,8,5,6,1,2,8,11,3,8,8,10,4,2,7,10,14,8,7,8,8,2,2,13,10,9,8,8,2,8,13,11,10,16,10,3,12,7,9,10,9,6,Media-friendly
83,2002078716,Nimrod Yusupov,- - -,24/1/2006 (16 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"6'0""",67 kg,16,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,8,12,7,6,5,11,3,4,7,9,14,8,8,3,5,11,9,3,14,3,3,2,1,10,11,1,12,6,2,2,2,9,3,4,12,3,4,5,4,5,10,13,9,8,6,7,8,8,12,11,13,8,12,7,9,8,5,12,7,7,Level-headed
84,2002078715,Gerald Taylor,- - -,24/1/2005 (17 years old),Ctr,Southern Soccer Academy,U.S.A. (Southeast Division),USA,"6'1""",71 kg,17,GK,0$,Young goalkeeper,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,8,9,6,5,3,6,1,4,5,11,13,13,6,2,4,9,6,2,13,2,1,3,1,9,12,1,15,5,2,1,1,1,2,13,10,2,3,10,4,10,7,9,10,6,12,11,9,7,18,11,15,8,11,11,8,18,11,7,8,10,Level-headed
85,2002078714,Darnell Hodgson,- - -,28/3/2006 (16 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'11""",66 kg,16,D (R),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,15,6,1,8,10,8,5,14,3,1,2,6,7,6,10,2,4,13,7,5,5,1,1,12,5,4,2,10,6,4,1,6,15,13,10,5,8,6,3,3,11,11,6,7,9,3,13,15,18,11,16,17,9,15,8,4,5,8,5,Unflappable
86,2002078713,Ben Martin,- - -,23/4/2005 (17 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'3""",55 kg,17,D/WB/M (L),0$,Attacking full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,16,4,2,11,16,5,3,12,1,1,1,7,2,7,13,3,5,10,5,5,3,4,2,1,5,1,4,11,6,3,1,6,1,5,6,3,5,5,3,1,8,5,6,14,5,2,9,16,15,13,15,12,9,16,11,5,10,8,12,Unflappable
87,2002078712,Gianmarco Pellacani,- - -,21/11/2005 (16 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'4""",55 kg,16,WB (L),0$,Attacking full back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,13,9,6,3,13,9,10,4,10,2,3,2,8,8,8,10,3,7,5,7,3,6,15,2,5,4,1,3,9,9,4,3,6,10,11,8,6,7,6,3,3,7,5,8,11,13,1,10,9,12,9,5,12,3,5,7,10,12,6,16,Outspoken
88,2002078711,Noah Butler,- - -,24/2/2006 (16 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'10""",65 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,15,13,6,3,14,8,4,5,10,3,3,2,2,8,6,10,2,7,9,1,3,4,9,1,7,5,1,10,14,12,13,1,11,13,10,4,5,5,9,3,3,4,13,6,14,6,3,9,17,18,12,11,16,5,12,10,4,11,15,4,Level-headed
89,2002078710,Joshua Murray,- - -,9/7/2005 (16 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"6'3""",74 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,8,5,2,11,5,3,5,12,2,1,3,3,6,9,9,2,11,10,3,2,6,10,2,13,7,2,8,10,11,15,1,13,10,11,4,5,6,8,4,2,7,8,8,8,8,1,7,7,7,12,6,9,11,2,11,12,5,8,13,"Media-friendly, Confrontational"
90,2002078709,Chris Hall,- - -,18/2/2006 (16 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'10""",65 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,9,4,3,5,14,4,7,7,3,3,3,3,4,5,7,1,7,13,2,3,4,1,1,8,15,1,4,9,10,8,2,7,11,9,5,4,5,5,4,2,14,9,5,7,11,1,9,6,12,10,14,12,12,14,11,11,7,11,10,Volatile
91,2002078708,Wilco Smits,- - -,18/12/2006 (15 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'7""",57 kg,15,AM (C),0$,Promising attacking midfielder,-,Left,Very Strong,Weak,0,-,-,-,-,,-,-,10,14,8,1,12,19,8,7,11,2,2,3,8,6,13,11,2,11,16,5,7,8,1,2,9,4,1,8,12,11,10,2,9,18,13,7,8,7,9,1,2,10,9,11,12,6,2,7,16,5,11,17,8,12,16,8,11,10,10,5,"Unflappable, Media-friendly"
92,2002078707,Adrian Jankowski,- - -,16/2/2005 (17 years old),Ama,South Floda FA,U.S.A. (Florida Division),USA,"5'9""",64 kg,17,"AM (C), ST (C)",0$,Young attacking midfielder,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,5,14,7,2,13,17,4,4,9,2,4,1,3,2,8,8,2,6,12,4,1,4,5,2,8,8,2,4,12,9,10,2,5,9,8,6,4,6,6,2,3,18,4,6,8,16,2,6,16,16,9,12,11,4,11,7,10,5,6,6,Level-headed
93,2002078706,Giorgio Mugnaini,- - -,1/3/2006 (16 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"6'2""",74 kg,16,AM (RLC),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,15,7,1,9,12,5,8,11,3,3,2,6,7,11,9,1,9,12,7,3,7,5,2,14,6,3,10,10,9,7,2,10,4,9,10,7,8,9,3,3,6,8,10,11,10,2,8,13,14,14,9,10,5,9,7,3,6,13,6,Media-friendly
94,2002078705,Maor Hillel,- - -,11/10/2005 (16 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'6""",58 kg,16,M/AM (R),0$,Promising winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,14,16,9,3,13,16,6,5,11,2,2,2,5,6,8,12,1,13,8,4,6,8,7,2,6,4,1,7,12,8,11,2,11,11,8,15,10,7,8,3,2,15,7,8,11,10,1,19,15,10,16,10,12,9,13,13,13,11,7,7,Level-headed
95,2002078704,Djordje Greenhouse,- - -,17/12/2005 (16 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'9""",60 kg,16,AM (R),0$,Young winger,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,15,6,4,1,10,7,6,4,5,3,1,4,2,3,9,14,2,6,16,1,3,5,1,4,9,4,3,4,9,6,9,2,6,4,7,4,6,4,6,3,3,4,7,5,11,12,3,10,15,15,13,14,11,6,18,9,4,11,5,12,Level-headed
96,2002078703,Graham Price-Evans,- - -,20/9/2006 (15 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'6""",55 kg,15,AM (L),0$,Young winger,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,15,5,5,4,14,5,4,4,6,1,2,3,4,4,5,13,2,7,15,1,1,5,3,2,4,4,3,7,14,9,9,2,10,10,6,5,5,5,5,1,2,6,9,7,15,14,2,7,12,14,11,7,2,4,8,8,16,9,7,7,Media-friendly
97,2002078702,Luke Berleus,- - -,15/2/2005 (17 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'9""",65 kg,17,M (L),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,13,8,7,3,12,13,4,5,8,1,1,1,3,5,9,12,3,10,13,8,2,6,1,3,4,4,3,10,9,8,7,1,9,10,7,6,8,6,7,3,3,5,12,7,13,16,1,10,15,14,13,11,9,5,10,10,8,5,7,5,Media-friendly
98,2002078701,Adam Sonis,- - -,23/4/2005 (17 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"6'1""",76 kg,17,D (C),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,14,3,3,5,12,16,8,10,3,2,3,6,6,8,8,2,5,12,10,4,5,9,2,13,10,2,4,2,7,5,2,4,5,8,3,3,7,8,3,3,8,14,8,9,14,2,13,17,16,12,17,14,2,15,10,6,10,9,11,Unflappable
99,2002078700,Shin'ya Yokotake,- - -,28/3/2006 (16 years old),Ctr,South Floda FA,U.S.A. (Florida Division),JPN,"5'10""",67 kg,16,D (C),0$,Young center back,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,8,13,5,2,3,8,13,7,9,1,1,3,9,3,7,8,1,4,12,9,6,8,13,2,12,10,3,4,1,5,6,2,5,14,6,3,4,7,7,1,4,5,12,8,8,9,1,9,14,12,13,15,14,6,13,8,12,10,5,8,Level-headed
100,2002078699,Jonathan Boyd,- - -,10/9/2006 (15 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"6'5""",76 kg,15,D (LC),0$,Promising center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,9,16,6,2,12,13,10,9,11,3,2,1,5,9,12,9,2,7,13,10,7,4,12,3,14,9,2,4,2,9,5,1,7,8,13,11,6,9,8,4,1,9,9,8,9,12,3,12,3,5,9,14,9,6,17,8,9,12,10,16,"Outspoken, Volatile, Confrontational"
101,2002078698,Adrian Bush,- - -,21/1/2006 (16 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'8""",61 kg,16,D (R),0$,Young full back,-,Either,Very Strong,Very Strong,0,-,-,-,-,,-,-,7,12,7,1,11,17,11,5,7,3,3,2,7,2,6,9,1,4,13,8,12,5,11,3,9,4,1,4,4,8,3,1,4,17,7,7,5,7,6,2,2,9,5,8,6,12,2,10,20,15,13,9,15,11,11,15,5,8,6,4,Level-headed
102,2002078697,Johnny Fahey,- - -,13/2/2006 (16 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'10""",66 kg,16,D (L),0$,Enthusiastic full back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,12,16,8,2,9,15,10,6,14,1,1,2,8,6,4,9,3,6,11,7,6,6,11,2,10,7,2,4,10,9,6,3,7,13,9,11,6,10,6,3,3,13,11,9,9,10,1,8,16,16,11,15,13,5,14,12,3,12,8,5,Unflappable
103,2002078696,Kai Bailey,- - -,29/3/2005 (17 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"5'11""",73 kg,17,GK,0$,Young goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,6,8,4,6,9,13,1,7,3,5,13,9,10,1,7,6,7,3,6,2,3,3,1,7,7,1,13,6,1,4,1,2,2,8,12,2,3,11,3,6,8,9,8,8,11,10,7,9,17,14,13,15,11,9,18,9,10,14,11,9,Unflappable
104,2002078695,Simon Morrison,- - -,24/4/2005 (17 years old),Ctr,South Floda FA,U.S.A. (Florida Division),USA,"6'3""",79 kg,17,GK,0$,Young goalkeeper,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,8,5,3,8,4,7,3,8,4,7,14,13,8,3,10,7,9,2,13,3,1,2,2,11,14,1,7,6,1,4,2,7,1,11,6,1,5,12,5,8,7,10,5,10,12,13,9,6,2,7,8,8,11,5,14,13,10,9,11,12,"Media-friendly, Short-tempered, Confrontational"
105,2002078694,Anthony Wright,- - -,31/12/2004 (17 years old),Ama,Silicon Valley,U.S.A. (Northwest Division),USA,"5'10""",72 kg,17,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,8,7,8,3,12,9,8,10,10,1,1,3,9,9,9,8,2,9,14,6,7,6,3,3,8,9,1,10,12,9,8,3,8,3,10,6,6,8,10,3,2,18,13,11,9,10,3,11,14,9,14,10,8,2,9,8,3,10,8,9,Media-friendly
